source,title,processed_text,url,label
https://www.bbc.com/somali,nin xaday qalfooftaan sano ka hor ayaa haatan iska soo celiyay,nin xaday qalfooftaan sano ka hor ayaa haatan iska soo celiyay,https://www.bbc.com/somali/articles/crkllm5110mo,1 = Real News
https://www.bbc.com/somali,shil argagax leh sidee ayey kaligeed ugu badbaaday diyaaraad lagu wada dhintay,shil argagax leh side ayey kalige ugu badbaaday diyaaraad lagu wada dhintay,https://www.bbc.com/somali/articles/cy9pnvy95gro,1 = Real News
https://www.bbc.com/somali,jacayl ka bilowday xabsi sida nin muslim ah oo reer afgaanistaan ah u guursaday haweeney yuhuudi ah,jacayl ka bilowday xabsi sida nin muslim ah oo reer afgaanistaan ah u guursaday haweeney yuhuudi ah,https://www.bbc.com/somali/articles/cr43zq6kp5yo,1 = Real News
https://www.bbc.com/somali,coddhegeyso mudaaharaadkii ka dhacay muqdisho ee looga soo horjeeday aqoonsiga somaliland muddada,coddhegeyso mudaaharaadkii ka dhacay muqdisho ee looga soo horjeeday aqoonsiga somaliland muddada,https://www.bbc.com/somali/articles/c79x99j5w19o,1 = Real News
https://www.bbc.com/somali,coddhegeyso madasha samata bixinta oo ka hadashay shirka ka furmaya kismaayo muddada,coddhegeyso madasha samata bixinta oo ka hadashay shirka ka furmaya kismaayo muddada,https://www.bbc.com/somali/articles/cn7k854z31yo,1 = Real News
https://www.bbc.com/somali,muuqaaldaawo waxa aad u baahan tahay in aad ka ogaato shirka kismaayo ka dhici doona muddada,muuqaaldaawo waxa aad u baahan tahay aad ka ogaato shirka kismaayo ka dhici doona muddada,https://www.bbc.com/somali/articles/c5y9w7wde2go,1 = Real News
https://www.bbc.com/somali,coddhegeyso maxaa ka soo kordhay xaaladda caafimaad ee abwaan xirsidhuux muddada,coddhegeyso maxaa ka soo kordhay xaaladda caafimaad ee abwaan xirsidhuux muddada,https://www.bbc.com/somali/articles/cn41g80xglgo,1 = Real News
https://www.bbc.com/somali,maxaa caanaha geela loogu yaqaan dahabka cad,maxaa caanaha geela loogu yaqaan dahabka cad,https://www.bbc.com/somali/articles/c5yv6q6x54jo,1 = Real News
https://www.bbc.com/somali,siyaabood oo kaa caawinaya inaad firfircooni dareento,siyaabood oo kaa caawinaya inaad firfircooni dareento,https://www.bbc.com/somali/articles/cgjw24gyvvpo,1 = Real News
https://www.bbc.com/somali,sababta qaar ka mid ah xayawaanku ay sun u cuni karaan ayagoon dhiman,sababta qaar ka mid ah xayawaanku ay sun u cuni karaan ayagoon dhiman,https://www.bbc.com/somali/articles/c9w71zlx85qo,1 = Real News
https://www.bbc.com/somali,maxaa ka taqaanaa xiriirka u dhexeeya cirrada iyo kansarka,maxaa ka taqaanaa xiriirka u dhexeeya cirrada iyo kansarka,https://www.bbc.com/somali/articles/cg4n7nr59wko,1 = Real News
https://www.bbc.com/somali,shiinaha oo cashuur ku soo rogay agabka ka hor tagga dhalmada,shiinaha oo cashuur ku soo rogay agabka ka hor tagga dhalmada,https://www.bbc.com/somali/articles/c4grlzy0162o,1 = Real News
https://www.bbc.com/somali,dahabka oo maanta jooga qiimihii ugu sareeyay sanadkaan iyo waxa la saadaalinayo,dahabka oo maanta jooga qiimihii ugu sareeyay sanadkaan iyo waxa la saadaalinayo,https://www.bbc.com/somali/articles/cn81nd8pjp8o,1 = Real News
https://www.bbc.com/somali,ninka ugu taajirsan caalamka oo taariikh cusub dhigay,ninka ugu taajirsan caalamka oo taariikh cusub dhigay,https://www.bbc.com/somali/articles/ce3wg61vy44o,1 = Real News
https://www.bbc.com/somali,masar oo samaysatay diyaarad nooca isqarxiya ah iyo hadal heyn wayn oo ka dhalatay,masar oo samaysatay diyaarad nooca isqarxiya ah iyo hadal heyn wayn oo ka dhalatay,https://www.bbc.com/somali/articles/c773vvz1y5yo,1 = Real News
https://www.bbc.com/somali,tirada iyo magacyada dalalka ka soo horjeestay aqoonsiga somaliland,tirada iyo magacyada dalalka ka soo horjeestay aqoonsiga somaliland,https://www.bbc.com/somali/articles/cwypyxqen7no,1 = Real News
https://www.bbc.com/somali,baasaboorka soomaaliga oo gaaray meeshii ugu sarraysay sannadkan dhamaanaya ee meeqa dal ayaa lagu tagi kara fiise laaan,baasaboorka soomaaliga oo gaaray meeshii ugu sarraysay sannadkan dhamaanaya ee meeqa dal ayaa lagu tagi kara fiis laaan,https://www.bbc.com/somali/articles/c23e72rvrkgo,1 = Real News
https://www.bbc.com/somali,sababta aad ku aamini kartid bbc news,sababta aad ku aamini kartid bbc news,https://www.bbc.com/somali/hayadeed-49283375,1 = Real News
https://www.bbc.com/somali,shuruucda isticmaalka,shuruucda isticmaalka,https://www.bbc.com/somali/hayadeed-37098011,1 = Real News
https://www.bbc.com/somali,shuruucda xogta gaarka ah,shuruucda xogta gaarka ah,https://www.bbc.com/somali/hayadeed-37098082,1 = Real News
https://www.bbc.com/somali,wararka bbc ee luqadaha kale,wararka bbc ee luqadaha kale,https://www.bbc.com/ws/languages,1 = Real News
https://www.bbc.com/somali,do not share or sell my info,share sell info,https://www.bbc.com/somali#,1 = Real News
https://www.bbc.com/somali,akhri xogta ku saabsan sida aan u abaarno bogagga dibadda,akhri xogta ku saabsan sida aan u abaarno bogagga dibadda,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,1 = Real News
https://sonna.so/so,madaxweyne xasan sheekh oo boqolaal shacab ah salaadda jimcaha kula oogay masjidka abuu hureyra ee suuqa baraakaraha,madaxweyn xasan sheekh oo boqola shacab ah salaadda jimcaha kula oogay masjidka abuu hureyra ee suuqa baraakaraha,https://sonna.so/so/madaxweyne-xasan-sheekh-oo-boqolaal-shacab-ah-salaadda-jimcaha-kula-oogay-masjidka-abuu-hureyra-ee-suuqa-baraakaraha/,1 = Real News
https://sonna.so/so,warbixinta toddobaadlaha ee waxqabadka dowladda federaalka soomaaliya,warbixinta toddobaadlaha ee waxqabadka dowladda federaalka soomaaliya,https://sonna.so/so/warbixinta-toddobaadlaha-ee-waxqabadka-dowladda-federaalka-soomaaliya/,1 = Real News
https://sonna.so/so,in ka badan khawaarij ah oo lagu laayey gobolka bay,ka badan khawaarij ah oo lagu laayey gobolka bay,https://sonna.so/so/in-ka-badan-22-khawaarij-ah-oo-lagu-laayey-gobolka-bay/,1 = Real News
https://sonna.so/so,soomaaliya iyo singapore oo ka wadahadlay arrimaha soomaaliya iyo qodobbo kale,soomaaliya iyo singapor oo ka wadahadlay arrimaha soomaaliya iyo qodobbo kale,https://sonna.so/so/soomaaliya-iyo-singapore-oo-ka-wadahadlay-arrimaha-soomaaliya-iyo-qodobbo-kale/,1 = Real News
https://sonna.so/so,ciidanka xoogga iyo saaxiibada caalamka oo jubbada dhexe ku dilay maleeeshiyaad khawaarij ah,ciidanka xoogga iyo saaxiibada caalamka oo jubbada dhex ku dilay maleeeshiyaad khawaarij ah,https://sonna.so/so/ciidanka-xoogga-iyo-saaxiibada-caalamka-oo-jubbada-dhexe-ku-dilay-maleeeshiyaad-khawaarij-ah/,1 = Real News
https://sonna.so/so,wafdi ballaaran oo ka socday dowladda turkiga ayaa maanta soo gaaray muqdisho,wafdi ballaaran oo ka socday dowladda turkiga ayaa maanta soo gaaray muqdisho,https://sonna.so/so/wafdi-ballaaran-oo-ka-socday-dowladda-turkiga-ayaa-maanta-soo-gaaray-muqdisho/,1 = Real News
https://sonna.so/so,madaxweyne erdogan oo helay abaalmarin khuseysa xagga biniaadanimada,madaxweyn erdogan oo helay abaalmarin khuseysa xagga biniaadanimada,https://sonna.so/so/madaxweyne-erdogan-oo-abaalmarin-ku-qaatay-badbaadinta-dadka-reer-falastiin/,1 = Real News
https://sonna.so/so,qadar oo qabaneysa shirka caalamiga ah ee halabuurka waxbarashada,qadar oo qabaneysa shirka caalamiga ah ee halabuurka waxbarashada,https://sonna.so/so/qadar-oo-qabaneysa-shirka-caalamiga-ah-ee-hal-abuurka-waxbarashada/,1 = Real News
https://sonna.so/so,qaramada midoobay oo cambaareysay weerarkii israel ee masjid ku yaalla daanta galbeed,qaramada midoobay oo cambaareysay weerarkii israel ee masjid ku yaalla daanta galbe,https://sonna.so/so/qaramada-midoobay-oo-cambaareysay-weerarkii-israel-ee-masjid-ku-yaalla-daanta-galbeed/,1 = Real News
https://sonna.so/so,turkiye oo soo dhoweysay qaadidda cunaqabateyntii saarneyd maamulka suuriya,turkiy oo soo dhoweysay qaadidda cunaqabateyntii saarneyd maamulka suuriya,https://sonna.so/so/turkiye-oo-soo-dhoweysay-qaadidda-cunaqabateyntii-saarneyd-maamulka-suuriya/,1 = Real News
https://sonna.so/so,sonna sanno oo adeeg qaran iyo codka soomaaliya ee caalamka,sonna sanno oo adeeg qaran iyo codka soomaaliya ee caalamka,https://sonna.so/so/sonna-62-sanno-oo-adeeg-qaran-iyo-codka-soomaaliya-ee-caalamka/,1 = Real News
https://sonna.so/so,markii ay soomaaliya tallaabo horay u qaadaba maxaa loo qulbaa warbixin,markii ay soomaaliya tallaabo horay u qaadaba maxaa loo qulbaa warbixin,https://sonna.so/so/markii-ay-soomaaliya-tallaabo-horay-u-qaadaba-maxaa-loo-qulbaa-warbixin/,1 = Real News
https://sonna.so/so,aqoonsiga qeybo ka mid ah dal waxa uu khatar gelinayaa nabadda iyo amniga caalamka,aqoonsiga qeybo ka mid ah dal waxa uu khatar gelinayaa nabadda iyo amniga caalamka,https://sonna.so/so/aqoonsiga-qeybo-ka-mid-ah-dal-waxa-uu-khatar-gelinayaa-nabadda-iyo-amniga-caalamka/,1 = Real News
https://sonna.so/so,xuska maalinta ciidanka boliiska ee ka disembar,xuska maalinta ciidanka boliiska ee ka disembar,https://sonna.so/so/xuska-maalinta-ciidanka-boliiska-ee-20-ka-disembar/,1 = Real News
https://sonna.so/so,warbixin muhiimadda weyn ee hannaanka dawladnimo ee hanaqaaday,warbixin muhiimadda weyn ee hannaanka dawladnimo ee hanaqaaday,https://sonna.so/so/warbixin-muhiimadda-weyn-ee-hannaanka-dawladnimo-ee-hanaqaaday/,1 = Real News
https://sonna.so/so,,,https://sonna.so/so/%f0%9d%90%92%f0%9d%90%a1%f0%9d%90%a2%f0%9d%90%ab%f0%9d%90%b0%f0%9d%90%9e%f0%9d%90%b2%f0%9d%90%a7%f0%9d%90%9a%f0%9d%90%a1%f0%9d%90%9a-%f0%9d%9f%8f%f0%9d%9f%8f-%f0%9d%90%9a%f0%9d%90%9a%f0%9d%90%9d/,1 = Real News
https://sonna.so/so,waa maxay starlink oo la siiyay ogolaanshaha warbixin,waa maxay starlink oo la siiyay ogolaanshaha warbixin,https://sonna.so/so/waa-maxay-starlink-oo-la-siiyay-ogolaanshaha-warbixin/,1 = Real News
https://sonna.so/so,,,https://sonna.so/so/%f0%9d%90%92%f0%9d%90%a8%f0%9d%90%a8%f0%9d%90%a6%f0%9d%90%9a%f0%9d%90%9a%f0%9d%90%a5%f0%9d%90%a2%f0%9d%90%b2%f0%9d%90%9a-%f0%9d%90%a2%f0%9d%90%b2%f0%9d%90%a8-%f0%9d%90%8c%f0%9d%90%9a%f0%9d%90%ab/,1 = Real News
https://sonna.so/so,shirkii beijing fursadaha afrika iyo fursadaha soomaaliya,shirkii beij fursadaha afrika iyo fursadaha soomaaliya,https://sonna.so/so/shirkii-beijing-fursadaha-afrika-iyo-fursadaha-soomaaliya/,1 = Real News
https://sonna.so/so,soomaaliya oo hirgalinaysa lambarka mideysan ee aqoonsiga canshuur bixiyaha,soomaaliya oo hirgalinaysa lambarka mideysan ee aqoonsiga canshuur bixiyaha,https://sonna.so/so/soomaaliya-oo-hirgalinaysa-lambarka-mideysan-ee-aqoonsiga-canshuur-bixiyaha/,1 = Real News
https://sonna.so/so,soomaaliya oo ka hartay tartanka koobka fifa arab cup,soomaaliya oo ka hartay tartanka koobka fifa arab cup,https://sonna.so/so/soomaaliya-oo-ka-hartay-tartanka-koobka-fifa-arab-cup-2025/,1 = Real News
https://sonna.so/so,xulka qaranka oo guul weyn ka gaaray dhiggooda rwanda,xulka qaranka oo guul weyn ka gaaray dhiggooda rwanda,https://sonna.so/so/xulka-qaranka-oo-guul-weyn-ka-gaaray-dhiggooda-rwanda/,1 = Real News
https://sonna.so/so,ciyaar dhex martay xulalka jirka soomaaliya iyo itoobiya oo barbar dhac ku soo dhamaatay,ciyaar dhex martay xulalka jirka soomaaliya iyo itoobiya oo barbar dhac ku soo dhamaatay,https://sonna.so/so/ciyaar-dhex-martay-xulalka-17-jirka-soomaaliya-iyo-itoobiya-oo-barbar-dhac-ku-soo-dhamaatay/,1 = Real News
https://sonna.so/so,wasiirka deegaanka xfs oo kulan la qaatay wafdiga soomaalida ee ka qaybgalay shirka isbedelka cimilada,wasiirka deegaanka xf oo kulan la qaatay wafdiga soomaalida ee ka qaybgalay shirka isbedelka cimilada,https://sonna.so/so/wasiirka-deegaanka-xfs-oo-kulan-la-qaatay-wafdiga-soomaalida-ee-ka-qaybgalay-shirka-isbedelka-cimilada/,1 = Real News
https://sonna.so/so,xulka qaranka soomaaliya oo isu diyaarinaya kulanka dhigiisa ee aljeeriya,xulka qaranka soomaaliya oo isu diyaarinaya kulanka dhigiisa ee aljeeriya,https://sonna.so/so/xulka-qaranka-soomaaliya-oo-isu-diyaarinaya-kulanka-dhigiisa-ee-aljeeriya/,1 = Real News
https://sonna.so/so,bayaan ku saabsan booqashada sharci darada ah ee israel ay ku tageen gobolka woqooyi galbeed ee jfs,bayaan ku saabsan booqashada sharci darada ah ee israel ay ku tageen gobolka woqooyi galbe ee jf,https://sonna.so/so/bayaan-ku-saabsan-booqashada-sharci-darada-ee-israel-ay-ku-tageen-gobolka-woqooyi-galbeed-ee-jfs/,1 = Real News
https://sonna.so/so,wasiirka duulista hawada oo qaabilay wafdi ka socda qaramada midoobay,wasiirka duulista hawada oo qaabilay wafdi ka socda qaramada midoobay,https://sonna.so/so/wasiirka-duulista-hawada-oo-qaabilay-wafdi-ka-socda-qaramada-midoobay/,1 = Real News
https://sonna.so/so,isdiiwaangalinta doorashooyinka oo ka bilowday banaadir warbixin,isdiiwaangalinta doorashooyinka oo ka bilowday banaadir warbixin,https://sonna.so/so/isdiiwaangalinta-doorashooyinka-oo-ka-bilowday-banaadir-warbixin/,1 = Real News
https://sonna.so/so,raiisulwasaare xamsa iyo safarka midnimada iyo nabada warbixin,raiisulwasaar xamsa iyo safarka midnimada iyo nabada warbixin,https://sonna.so/so/raiisul-wasaare-xamsa-iyo-safarka-midnimada-iyo-nabada-warbixin/,1 = Real News
https://sonna.so/so,madaxweynaha jfs oo gogol u fidiyay siyaasiyiinta iyo hogaamiyaasha bulshada,madaxweynaha jf oo gogol u fidiyay siyaasiyiinta iyo hogaamiyaasha bulshada,https://sonna.so/so/madaxweynaha-jfs-oo-gogol-u-fidiyay-siyaasiyiinta-iyo-hogaamiyaasha-bulshada/,1 = Real News
https://sonna.so/so,radio mogadishu,radio mogadishu,https://radiomuqdisho.so,1 = Real News
https://sonna.so/so,tourism department,tourism depart,https://tourism.gov.so,1 = Real News
https://sntv.so,koonfur galbeed,koonfur galbe,https://sntv.so/category/koonfur-galbeed/,1 = Real News
https://sntv.so,kulanka toddobaadka,kulanka toddobaadka,https://sntv.so/category/benaadir/kulanka-toddobaadka/,1 = Real News
https://sntv.so,fanka iyo suugaanta,fanka iyo suugaanta,https://sntv.so/category/fanka-iyo-suugaanta/,1 = Real News
https://sntv.so,madasha dhallinyarada,madasha dhallinyarada,https://sntv.so/category/madasha-dhallinyarada/,1 = Real News
https://sntv.so,qalin iyo qoraal,qalin iyo qoraal,https://sntv.so/category/qalin-iyo-qoraal/,1 = Real News
https://sntv.so,shuruucda dalka,shuruucda dalka,https://sntv.so/category/shuruucda-dalka/,1 = Real News
https://sntv.so,xusuusta keydka,xusuusta keydka,https://sntv.so/category/xusuusta-keydka/,1 = Real News
https://sntv.so,wareysi gaar ah,wareysi gaar ah,https://sntv.so/category/wareysi-gaar-ah/,1 = Real News
https://sntv.so,forgot your password,forgot password,https://sntv.so#,1 = Real News
https://sntv.so,sntvtelefishinka qaranka soomaaliyeed,sntvtelefishinka qaranka soomaaliye,https://sntv.so/,1 = Real News
https://sntv.so,guddoomiyaha shdhexe oo gaaray wargaadhi kadib jabkii khawaarijta,guddoomiyaha shdhex oo gaaray wargaadhi kadib jabkii khawaarijta,https://sntv.so/2026/01/08/guddoomiyaha-sh-dhexe-oo-gaaray-wargaadhi-kadib-jabkii-khawaarijta/,1 = Real News
